dataset,snapshot,query_id,policy,batch,accesses,dense,sparse,before,k
scifact,0,770,dibud,1,2934,1584,1350,72,73
scifact,0,770,dibud,1,3168,1818,1350,73,100
scifact,0,770,balanced,1,2,1,1,0,1
scifact,0,770,balanced,1,4,2,2,1,2
scifact,0,770,balanced,1,20,10,10,2,3
scifact,0,770,balanced,1,34,17,17,3,4
scifact,0,770,balanced,1,38,19,19,4,5
scifact,0,770,balanced,1,45,23,22,5,6
scifact,0,770,balanced,1,70,35,35,6,7
scifact,0,770,balanced,1,76,38,38,7,8
scifact,0,770,balanced,1,82,41,41,8,9
scifact,0,770,balanced,1,88,44,44,9,10
scifact,0,770,balanced,1,106,53,53,10,11
scifact,0,770,balanced,1,108,54,54,11,13
scifact,0,770,balanced,1,110,55,55,13,15
scifact,0,770,balanced,1,112,56,56,15,16
scifact,0,770,balanced,1,134,67,67,16,17
scifact,0,770,balanced,1,146,73,73,17,18
scifact,0,770,balanced,1,164,82,82,18,19
scifact,0,770,balanced,1,190,95,95,19,20
scifact,0,770,balanced,1,218,109,109,20,21
scifact,0,770,balanced,1,270,135,135,21,22
scifact,0,770,balanced,1,284,142,142,22,23
scifact,0,770,balanced,1,314,157,157,23,24
scifact,0,770,balanced,1,316,158,158,24,25
scifact,0,770,balanced,1,328,164,164,25,26
scifact,0,770,balanced,1,342,171,171,26,29
scifact,0,770,balanced,1,377,189,188,29,30
scifact,0,770,balanced,1,403,202,201,30,31
scifact,0,770,balanced,1,405,203,202,31,37
scifact,0,770,balanced,1,479,240,239,37,38
scifact,0,770,balanced,1,527,264,263,38,39
scifact,0,770,balanced,1,609,305,304,39,40
scifact,0,770,balanced,1,661,331,330,40,41
scifact,0,770,balanced,1,727,364,363,41,42
scifact,0,770,balanced,1,735,368,367,42,43
scifact,0,770,balanced,1,775,388,387,43,44
scifact,0,770,balanced,1,1169,585,584,44,45
scifact,0,770,balanced,1,1211,606,605,45,46
scifact,0,770,balanced,1,1227,614,613,46,47
scifact,0,770,balanced,1,1235,618,617,47,48
scifact,0,770,balanced,1,1579,790,789,48,49
scifact,0,770,balanced,1,1937,969,968,49,50
scifact,0,770,balanced,1,2397,1199,1198,50,62
scifact,0,770,balanced,1,2795,1398,1397,62,71
scifact,0,770,balanced,1,2837,1419,1418,71,72
scifact,0,770,balanced,1,3167,1584,1583,72,73
scifact,0,770,balanced,1,3635,1818,1817,73,100
scifact,0,770,dibud,64,128,64,64,0,16
scifact,0,770,dibud,64,192,64,128,16,17
scifact,0,770,dibud,64,256,128,128,17,21
scifact,0,770,dibud,64,320,128,192,21,23
scifact,0,770,dibud,64,384,192,192,23,30
scifact,0,770,dibud,64,448,256,192,30,38
scifact,0,770,dibud,64,576,320,256,38,40
scifact,0,770,dibud,64,640,384,256,40,41
scifact,0,770,dibud,64,704,384,320,41,43
scifact,0,770,dibud,64,768,448,320,43,44
scifact,0,770,dibud,64,1088,640,448,44,48
scifact,0,770,dibud,64,1344,832,512,48,49
scifact,0,770,dibud,64,1600,1024,576,49,50
scifact,0,770,dibud,64,1856,1216,640,50,51
scifact,0,770,dibud,64,2048,1216,832,51,52
scifact,0,770,dibud,64,2304,1216,1088,52,62
scifact,0,770,dibud,64,2496,1408,1088,62,68
scifact,0,770,dibud,64,2560,1408,1152,68,70
scifact,0,770,dibud,64,2816,1408,1408,70,71
scifact,0,770,dibud,64,2880,1472,1408,71,72
scifact,0,770,dibud,64,3008,1600,1408,72,73
scifact,0,770,dibud,64,3264,1856,1408,73,100
scifact,0,770,balanced,64,128,64,64,0,16
scifact,0,770,balanced,64,256,128,128,16,21
scifact,0,770,balanced,64,384,192,192,21,30
scifact,0,770,balanced,64,448,256,192,30,38
scifact,0,770,balanced,64,576,320,256,38,40
scifact,0,770,balanced,64,704,384,320,40,43
scifact,0,770,balanced,64,832,448,384,43,44
scifact,0,770,balanced,64,1216,640,576,44,48
scifact,0,770,balanced,64,1600,832,768,48,49
scifact,0,770,balanced,64,1984,1024,960,49,50
scifact,0,770,balanced,64,2368,1216,1152,50,62
scifact,0,770,balanced,64,2752,1408,1344,62,70
scifact,0,770,balanced,64,2816,1408,1408,70,71
scifact,0,770,balanced,64,2880,1472,1408,71,72
scifact,0,770,balanced,64,3136,1600,1536,72,73
scifact,0,770,balanced,64,3648,1856,1792,73,100
scifact,0,775,dibud,1,4,2,2,0,1
scifact,0,775,dibud,1,11,5,6,1,2
scifact,0,775,dibud,1,13,6,7,2,4
scifact,0,775,dibud,1,18,8,10,4,5
scifact,0,775,dibud,1,29,14,15,5,6
scifact,0,775,dibud,1,43,21,22,6,7
scifact,0,775,dibud,1,71,33,38,7,8
scifact,0,775,dibud,1,100,47,53,8,9
scifact,0,775,dibud,1,136,64,72,9,10
scifact,0,775,dibud,1,138,65,73,10,11
scifact,0,775,dibud,1,140,66,74,11,12
scifact,0,775,dibud,1,144,68,76,12,13
scifact,0,775,dibud,1,168,79,89,13,14
scifact,0,775,dibud,1,179,84,95,14,15
scifact,0,775,dibud,1,199,93,106,15,16
scifact,0,775,dibud,1,226,120,106,16,17
scifact,0,775,dibud,1,232,123,109,17,18
scifact,0,775,dibud,1,253,134,119,18,19
scifact,0,775,dibud,1,266,147,119,19,20
scifact,0,775,dibud,1,348,198,150,20,21
scifact,0,775,dibud,1,373,213,160,21,22
scifact,0,775,dibud,1,462,268,194,22,23
scifact,0,775,dibud,1,547,322,225,23,24
scifact,0,775,dibud,1,586,347,239,24,25
scifact,0,775,dibud,1,630,376,254,25,26
scifact,0,775,dibud,1,642,384,258,26,27
scifact,0,775,dibud,1,645,386,259,27,28
scifact,0,775,dibud,1,723,438,285,28,29
scifact,0,775,dibud,1,744,452,292,29,30
scifact,0,775,dibud,1,750,456,294,30,31
scifact,0,775,dibud,1,778,475,303,31,32
scifact,0,775,dibud,1,896,593,303,32,33
scifact,0,775,dibud,1,939,636,303,33,34
scifact,0,775,dibud,1,1045,740,305,34,35
scifact,0,775,dibud,1,1129,810,319,35,36
scifact,0,775,dibud,1,1214,882,332,36,37
scifact,0,775,dibud,1,1247,911,336,37,38
scifact,0,775,dibud,1,2014,1597,417,38,39
scifact,0,775,dibud,1,2034,1597,437,39,40
scifact,0,775,dibud,1,2201,1597,604,40,41
scifact,0,775,dibud,1,2238,1597,641,41,42
scifact,0,775,dibud,1,2521,1597,924,42,43
scifact,0,775,dibud,1,2526,1597,929,43,44
scifact,0,775,dibud,1,2695,1597,1098,44,45
scifact,0,775,dibud,1,2721,1597,1124,45,46
scifact,0,775,dibud,1,2989,1597,1392,46,47
scifact,0,775,dibud,1,3137,1597,1540,47,48
scifact,0,775,dibud,1,3248,1597,1651,48,50
scifact,0,775,dibud,1,3690,2039,1651,50,51
scifact,0,775,dibud,1,4379,2728,1651,51,52
scifact,0,775,dibud,1,5175,3524,1651,52,75
scifact,0,775,dibud,1,5203,3524,1679,75,76
scifact,0,775,dibud,1,5421,3524,1897,76,77
scifact,0,775,dibud,1,5919,3524,2395,77,89
scifact,0,775,dibud,1,5969,3524,2445,89,100
scifact,0,775,balanced,1,4,2,2,0,1
scifact,0,775,balanced,1,12,6,6,1,2
scifact,0,775,balanced,1,14,7,7,2,4
scifact,0,775,balanced,1,20,10,10,4,5
scifact,0,775,balanced,1,30,15,15,5,6
scifact,0,775,balanced,1,44,22,22,6,7
scifact,0,775,balanced,1,76,38,38,7,8
scifact,0,775,balanced,1,106,53,53,8,9
scifact,0,775,balanced,1,144,72,72,9,10
scifact,0,775,balanced,1,146,73,73,10,11
scifact,0,775,balanced,1,148,74,74,11,12
scifact,0,775,balanced,1,152,76,76,12,13
scifact,0,775,balanced,1,178,89,89,13,14
scifact,0,775,balanced,1,190,95,95,14,15
scifact,0,775,balanced,1,212,106,106,15,16
scifact,0,775,balanced,1,239,120,119,16,17
scifact,0,775,balanced,1,245,123,122,17,18
scifact,0,775,balanced,1,267,134,133,18,19
scifact,0,775,balanced,1,293,147,146,19,20
scifact,0,775,balanced,1,395,198,197,20,21
scifact,0,775,balanced,1,425,213,212,21,22
scifact,0,775,balanced,1,535,268,267,22,23
scifact,0,775,balanced,1,643,322,321,23,24
scifact,0,775,balanced,1,693,347,346,24,25
scifact,0,775,balanced,1,751,376,375,25,26
scifact,0,775,balanced,1,767,384,383,26,27
scifact,0,775,balanced,1,771,386,385,27,28
scifact,0,775,balanced,1,875,438,437,28,29
scifact,0,775,balanced,1,903,452,451,29,30
scifact,0,775,balanced,1,911,456,455,30,31
scifact,0,775,balanced,1,949,475,474,31,32
scifact,0,775,balanced,1,1185,593,592,32,33
scifact,0,775,balanced,1,1271,636,635,33,34
scifact,0,775,balanced,1,1479,740,739,34,35
scifact,0,775,balanced,1,1619,810,809,35,36
scifact,0,775,balanced,1,1763,882,881,36,37
scifact,0,775,balanced,1,1821,911,910,37,38
scifact,0,775,balanced,1,3193,1597,1596,38,48
scifact,0,775,balanced,1,3302,1651,1651,48,50
scifact,0,775,balanced,1,4077,2039,2038,50,51
scifact,0,775,balanced,1,5455,2728,2727,51,52
scifact,0,775,balanced,1,6752,3524,3228,52,100
scifact,0,775,dibud,64,128,64,64,0,9
scifact,0,775,dibud,64,192,64,128,9,10
scifact,0,775,dibud,64,256,128,128,10,18
scifact,0,775,dibud,64,320,192,128,18,20
scifact,0,775,dibud,64,448,256,192,20,22
scifact,0,775,dibud,64,576,320,256,22,23
scifact,0,775,dibud,64,640,384,256,23,26
scifact,0,775,dibud,64,704,384,320,26,27
scifact,0,775,dibud,64,768,448,320,27,29
scifact,0,775,dibud,64,832,512,320,29,32
scifact,0,775,dibud,64,960,640,320,32,34
scifact,0,775,dibud,64,1088,768,320,34,35
scifact,0,775,dibud,64,1152,832,320,35,36
scifact,0,775,dibud,64,1280,896,384,36,37
scifact,0,775,dibud,64,1344,960,384,37,38
scifact,0,775,dibud,64,2048,1600,448,38,40
scifact,0,775,dibud,64,2240,1600,640,40,41
scifact,0,775,dibud,64,2304,1600,704,41,42
scifact,0,775,dibud,64,2560,1600,960,42,44
scifact,0,775,dibud,64,2752,1600,1152,44,46
scifact,0,775,dibud,64,3008,1600,1408,46,47
scifact,0,775,dibud,64,3200,1600,1600,47,48
scifact,0,775,dibud,64,3264,1600,1664,48,50
scifact,0,775,dibud,64,3712,2048,1664,50,51
scifact,0,775,dibud,64,4416,2752,1664,51,52
scifact,0,775,dibud,64,5248,3584,1664,52,75
scifact,0,775,dibud,64,5312,3584,1728,75,76
scifact,0,775,dibud,64,5504,3584,1920,76,77
scifact,0,775,dibud,64,6016,3584,2432,77,89
scifact,0,775,dibud,64,6080,3584,2496,89,100
scifact,0,775,balanced,64,128,64,64,0,9
scifact,0,775,balanced,64,256,128,128,9,18
scifact,0,775,balanced,64,320,192,128,18,20
scifact,0,775,balanced,64,448,256,192,20,22
scifact,0,775,balanced,64,576,320,256,22,23
scifact,0,775,balanced,64,704,384,320,23,27
scifact,0,775,balanced,64,832,448,384,27,29
scifact,0,775,balanced,64,960,512,448,29,32
scifact,0,775,balanced,64,1216,640,576,32,34
scifact,0,775,balanced,64,1472,768,704,34,35
scifact,0,775,balanced,64,1600,832,768,35,36
scifact,0,775,balanced,64,1728,896,832,36,37
scifact,0,775,balanced,64,1856,960,896,37,38
scifact,0,775,balanced,64,3136,1600,1536,38,47
scifact,0,775,balanced,64,3200,1600,1600,47,48
scifact,0,775,balanced,64,3328,1664,1664,48,50
scifact,0,775,balanced,64,4032,2048,1984,50,51
scifact,0,775,balanced,64,5440,2752,2688,51,52
scifact,0,775,balanced,64,6812,3584,3228,52,100
scifact,0,781,dibud,1,4,2,2,0,2
scifact,0,781,dibud,1,9,5,4,2,3
scifact,0,781,dibud,1,13,7,6,3,5
scifact,0,781,dibud,1,21,12,9,5,6
scifact,0,781,dibud,1,41,23,18,6,7
scifact,0,781,dibud,1,45,25,20,7,8
scifact,0,781,dibud,1,54,25,29,8,9
scifact,0,781,dibud,1,74,34,40,9,10
scifact,0,781,dibud,1,104,48,56,10,11
scifact,0,781,dibud,1,109,50,59,11,12
scifact,0,781,dibud,1,124,57,67,12,13
scifact,0,781,dibud,1,137,63,74,13,14
scifact,0,781,dibud,1,138,63,75,14,15
scifact,0,781,dibud,1,174,80,94,15,16
scifact,0,781,dibud,1,183,84,99,16,17
scifact,0,781,dibud,1,195,89,106,17,18
scifact,0,781,dibud,1,212,97,115,18,19
scifact,0,781,dibud,1,226,103,123,19,20
scifact,0,781,dibud,1,233,106,127,20,21
scifact,0,781,dibud,1,237,108,129,21,22
scifact,0,781,dibud,1,279,126,153,22,23
scifact,0,781,dibud,1,297,134,163,23,24
scifact,0,781,dibud,1,325,146,179,24,25
scifact,0,781,dibud,1,332,149,183,25,26
scifact,0,781,dibud,1,339,152,187,26,27
scifact,0,781,dibud,1,373,166,207,27,28
scifact,0,781,dibud,1,394,175,219,28,29
scifact,0,781,dibud,1,430,190,240,29,30
scifact,0,781,dibud,1,445,196,249,30,31
scifact,0,781,dibud,1,465,204,261,31,32
scifact,0,781,dibud,1,511,222,289,32,33
scifact,0,781,dibud,1,681,287,394,33,34
scifact,0,781,dibud,1,749,312,437,34,35
scifact,0,781,dibud,1,772,335,437,35,36
scifact,0,781,dibud,1,776,339,437,36,37
scifact,0,781,dibud,1,826,389,437,37,38
scifact,0,781,dibud,1,853,416,437,38,39
scifact,0,781,dibud,1,860,423,437,39,40
scifact,0,781,dibud,1,901,464,437,40,41
scifact,0,781,dibud,1,940,503,437,41,42
scifact,0,781,dibud,1,993,556,437,42,43
scifact,0,781,dibud,1,1049,612,437,43,44
scifact,0,781,dibud,1,1052,615,437,44,45
scifact,0,781,dibud,1,1073,615,458,45,46
scifact,0,781,dibud,1,1082,615,467,46,47
scifact,0,781,dibud,1,1105,615,490,47,48
scifact,0,781,dibud,1,1123,615,508,48,49
scifact,0,781,dibud,1,1456,790,666,49,50
scifact,0,781,dibud,1,1689,926,763,50,51
scifact,0,781,dibud,1,1748,926,822,51,52
scifact,0,781,dibud,1,1755,926,829,52,53
scifact,0,781,dibud,1,1826,926,900,53,54
scifact,0,781,dibud,1,1850,926,924,54,55
scifact,0,781,dibud,1,1941,926,1015,55,56
scifact,0,781,dibud,1,1979,926,1053,56,57
scifact,0,781,dibud,1,1993,926,1067,57,58
scifact,0,781,dibud,1,2287,926,1361,58,59
scifact,0,781,dibud,1,2304,926,1378,59,66
scifact,0,781,dibud,1,2527,926,1601,66,67
scifact,0,781,dibud,1,2558,926,1632,67,68
scifact,0,781,dibud,1,3121,926,2195,68,69
scifact,0,781,dibud,1,3166,926,2240,69,70
scifact,0,781,dibud,1,4042,926,3116,70,85
scifact,0,781,dibud,1,4076,960,3116,85,86
scifact,0,781,dibud,1,4124,1008,3116,86,87
scifact,0,781,dibud,1,4224,1108,3116,87,88
scifact,0,781,dibud,1,4444,1328,3116,88,89
scifact,0,781,dibud,1,4513,1397,3116,89,90
scifact,0,781,dibud,1,4588,1472,3116,90,91
scifact,0,781,dibud,1,4677,1561,3116,91,92
scifact,0,781,dibud,1,4783,1667,3116,92,93
scifact,0,781,dibud,1,5185,2069,3116,93,94
scifact,0,781,dibud,1,5353,2237,3116,94,100
scifact,0,781,balanced,1,4,2,2,0,2
scifact,0,781,balanced,1,8,4,4,2,3
scifact,0,781,balanced,1,13,7,6,3,5
scifact,0,781,balanced,1,23,12,11,5,6
scifact,0,781,balanced,1,45,23,22,6,7
scifact,0,781,balanced,1,49,25,24,7,8
scifact,0,781,balanced,1,58,29,29,8,9
scifact,0,781,balanced,1,80,40,40,9,10
scifact,0,781,balanced,1,112,56,56,10,11
scifact,0,781,balanced,1,118,59,59,11,12
scifact,0,781,balanced,1,134,67,67,12,13
scifact,0,781,balanced,1,148,74,74,13,14
scifact,0,781,balanced,1,150,75,75,14,15
scifact,0,781,balanced,1,188,94,94,15,16
scifact,0,781,balanced,1,198,99,99,16,17
scifact,0,781,balanced,1,212,106,106,17,18
scifact,0,781,balanced,1,230,115,115,18,19
scifact,0,781,balanced,1,246,123,123,19,20
scifact,0,781,balanced,1,254,127,127,20,21
scifact,0,781,balanced,1,258,129,129,21,22
scifact,0,781,balanced,1,306,153,153,22,23
scifact,0,781,balanced,1,326,163,163,23,24
scifact,0,781,balanced,1,358,179,179,24,25
scifact,0,781,balanced,1,366,183,183,25,26
scifact,0,781,balanced,1,374,187,187,26,27
scifact,0,781,balanced,1,414,207,207,27,28
scifact,0,781,balanced,1,438,219,219,28,29
scifact,0,781,balanced,1,480,240,240,29,30
scifact,0,781,balanced,1,498,249,249,30,31
scifact,0,781,balanced,1,522,261,261,31,32
scifact,0,781,balanced,1,578,289,289,32,33
scifact,0,781,balanced,1,788,394,394,33,34
scifact,0,781,balanced,1,874,437,437,34,40
scifact,0,781,balanced,1,927,464,463,40,41
scifact,0,781,balanced,1,1005,503,502,41,42
scifact,0,781,balanced,1,1111,556,555,42,43
scifact,0,781,balanced,1,1223,612,611,43,44
scifact,0,781,balanced,1,1229,615,614,44,49
scifact,0,781,balanced,1,1579,790,789,49,50
scifact,0,781,balanced,1,1851,926,925,50,55
scifact,0,781,balanced,1,2030,1015,1015,55,56
scifact,0,781,balanced,1,2106,1053,1053,56,57
scifact,0,781,balanced,1,2134,1067,1067,57,58
scifact,0,781,balanced,1,2722,1361,1361,58,59
scifact,0,781,balanced,1,2756,1378,1378,59,66
scifact,0,781,balanced,1,3202,1601,1601,66,67
scifact,0,781,balanced,1,3264,1632,1632,67,68
scifact,0,781,balanced,1,4390,2195,2195,68,69
scifact,0,781,balanced,1,4480,2240,2240,69,70
scifact,0,781,balanced,1,6232,3116,3116,70,100
scifact,0,781,dibud,64,128,64,64,0,12
scifact,0,781,dibud,64,192,64,128,12,15
scifact,0,781,dibud,64,256,128,128,15,21
scifact,0,781,dibud,64,320,128,192,21,23
scifact,0,781,dibud,64,384,192,192,23,27
scifact,0,781,dibud,64,448,192,256,27,30
scifact,0,781,dibud,64,512,256,256,30,31
scifact,0,781,dibud,64,576,256,320,31,33
scifact,0,781,dibud,64,768,320,448,33,35
scifact,0,781,dibud,64,832,384,448,35,37
scifact,0,781,dibud,64,896,448,448,37,40
scifact,0,781,dibud,64,960,512,448,40,42
scifact,0,781,dibud,64,1024,576,448,42,43
scifact,0,781,dibud,64,1088,640,448,43,45
scifact,0,781,dibud,64,1152,640,512,45,49
scifact,0,781,dibud,64,1536,832,704,49,50
scifact,0,781,dibud,64,1728,960,768,50,51
scifact,0,781,dibud,64,1792,960,832,51,53
scifact,0,781,dibud,64,1920,960,960,53,55
scifact,0,781,dibud,64,1984,960,1024,55,56
scifact,0,781,dibud,64,2048,960,1088,56,58
scifact,0,781,dibud,64,2368,960,1408,58,66
scifact,0,781,dibud,64,2624,960,1664,66,68
scifact,0,781,dibud,64,3200,960,2240,68,70
scifact,0,781,dibud,64,4076,960,3116,70,86
scifact,0,781,dibud,64,4160,1044,3116,86,87
scifact,0,781,dibud,64,4224,1108,3116,87,88
scifact,0,781,dibud,64,4480,1364,3116,88,89
scifact,0,781,dibud,64,4544,1428,3116,89,90
scifact,0,781,dibud,64,4608,1492,3116,90,91
scifact,0,781,dibud,64,4736,1620,3116,91,92
scifact,0,781,dibud,64,4800,1684,3116,92,93
scifact,0,781,dibud,64,5248,2132,3116,93,94
scifact,0,781,dibud,64,5376,2260,3116,94,100
scifact,0,781,balanced,64,128,64,64,0,12
scifact,0,781,balanced,64,256,128,128,12,21
scifact,0,781,balanced,64,384,192,192,21,27
scifact,0,781,balanced,64,512,256,256,27,31
scifact,0,781,balanced,64,640,320,320,31,33
scifact,0,781,balanced,64,896,448,448,33,40
scifact,0,781,balanced,64,960,512,448,40,42
scifact,0,781,balanced,64,1088,576,512,42,43
scifact,0,781,balanced,64,1216,640,576,43,49
scifact,0,781,balanced,64,1600,832,768,49,50
scifact,0,781,balanced,64,1856,960,896,50,53
scifact,0,781,balanced,64,1920,960,960,53,55
scifact,0,781,balanced,64,2048,1024,1024,55,56
scifact,0,781,balanced,64,2176,1088,1088,56,58
scifact,0,781,balanced,64,2816,1408,1408,58,66
scifact,0,781,balanced,64,3328,1664,1664,66,68
scifact,0,781,balanced,64,4480,2240,2240,68,70
scifact,0,781,balanced,64,6252,3136,3116,70,100
scifact,0,783,dibud,1,2,1,1,0,1
scifact,0,783,dibud,1,7,3,4,1,2
scifact,0,783,dibud,1,25,12,13,2,3
scifact,0,783,dibud,1,29,14,15,3,4
scifact,0,783,dibud,1,39,19,20,4,5
scifact,0,783,dibud,1,47,23,24,5,6
scifact,0,783,dibud,1,49,25,24,6,7
scifact,0,783,dibud,1,58,27,31,7,8
scifact,0,783,dibud,1,64,30,34,8,10
scifact,0,783,dibud,1,66,31,35,10,11
scifact,0,783,dibud,1,111,52,59,11,12
scifact,0,783,dibud,1,113,54,59,12,14
scifact,0,783,dibud,1,114,55,59,14,15
scifact,0,783,dibud,1,117,57,60,15,16
scifact,0,783,dibud,1,124,60,64,16,17
scifact,0,783,dibud,1,125,61,64,17,18
scifact,0,783,dibud,1,130,63,67,18,19
scifact,0,783,dibud,1,227,110,117,19,20
scifact,0,783,dibud,1,309,149,160,20,21
scifact,0,783,dibud,1,420,201,219,21,22
scifact,0,783,dibud,1,470,251,219,22,23
scifact,0,783,dibud,1,515,291,224,23,24
scifact,0,783,dibud,1,544,309,235,24,25
scifact,0,783,dibud,1,730,425,305,25,26
scifact,0,783,dibud,1,908,541,367,26,27
scifact,0,783,dibud,1,1052,601,451,27,28
scifact,0,783,dibud,1,1145,660,485,28,29
scifact,0,783,dibud,1,1541,919,622,29,30
scifact,0,783,dibud,1,1728,1047,681,30,31
scifact,0,783,dibud,1,1748,1047,701,31,37
scifact,0,783,dibud,1,2402,1701,701,37,38
scifact,0,783,dibud,1,2519,1818,701,38,43
scifact,0,783,dibud,1,2619,1818,801,43,44
scifact,0,783,dibud,1,2620,1818,802,44,45
scifact,0,783,dibud,1,2711,1818,893,45,46
scifact,0,783,dibud,1,2997,1818,1179,46,53
scifact,0,783,dibud,1,3032,1818,1214,53,54
scifact,0,783,dibud,1,3053,1818,1235,54,55
scifact,0,783,dibud,1,3225,1818,1407,55,56
scifact,0,783,dibud,1,3378,1818,1560,56,57
scifact,0,783,dibud,1,3406,1818,1588,57,59
scifact,0,783,dibud,1,3493,1818,1675,59,60
scifact,0,783,dibud,1,3508,1818,1690,60,61
scifact,0,783,dibud,1,3678,1818,1860,61,62
scifact,0,783,dibud,1,3812,1818,1994,62,63
scifact,0,783,dibud,1,3877,1818,2059,63,69
scifact,0,783,dibud,1,4359,1818,2541,69,71
scifact,0,783,dibud,1,4697,1818,2879,71,72
scifact,0,783,dibud,1,4737,1818,2919,72,100
scifact,0,783,balanced,1,2,1,1,0,1
scifact,0,783,balanced,1,5,3,2,1,2
scifact,0,783,balanced,1,26,13,13,2,3
scifact,0,783,balanced,1,30,15,15,3,4
scifact,0,783,balanced,1,40,20,20,4,5
scifact,0,783,balanced,1,48,24,24,5,6
scifact,0,783,balanced,1,49,25,24,6,7
scifact,0,783,balanced,1,62,31,31,7,8
scifact,0,783,balanced,1,68,34,34,8,10
scifact,0,783,balanced,1,70,35,35,10,11
scifact,0,783,balanced,1,118,59,59,11,15
scifact,0,783,balanced,1,120,60,60,15,16
scifact,0,783,balanced,1,128,64,64,16,18
scifact,0,783,balanced,1,134,67,67,18,19
scifact,0,783,balanced,1,234,117,117,19,20
scifact,0,783,balanced,1,320,160,160,20,21
scifact,0,783,balanced,1,438,219,219,21,22
scifact,0,783,balanced,1,501,251,250,22,23
scifact,0,783,balanced,1,581,291,290,23,24
scifact,0,783,balanced,1,617,309,308,24,25
scifact,0,783,balanced,1,849,425,424,25,26
scifact,0,783,balanced,1,1081,541,540,26,27
scifact,0,783,balanced,1,1201,601,600,27,28
scifact,0,783,balanced,1,1319,660,659,28,29
scifact,0,783,balanced,1,1837,919,918,29,30
scifact,0,783,balanced,1,2093,1047,1046,30,37
scifact,0,783,balanced,1,3401,1701,1700,37,38
scifact,0,783,balanced,1,3635,1818,1817,38,61
scifact,0,783,balanced,1,3720,1860,1860,61,62
scifact,0,783,balanced,1,3988,1994,1994,62,63
scifact,0,783,balanced,1,4118,2059,2059,63,69
scifact,0,783,balanced,1,5082,2541,2541,69,71
scifact,0,783,balanced,1,5758,2879,2879,71,72
scifact,0,783,balanced,1,5838,2919,2919,72,100
scifact,0,783,dibud,64,128,64,64,0,18
scifact,0,783,dibud,64,192,64,128,18,19
scifact,0,783,dibud,64,256,128,128,19,20
scifact,0,783,dibud,64,384,192,192,20,21
scifact,0,783,dibud,64,512,256,256,21,23
scifact,0,783,dibud,64,576,320,256,23,25
scifact,0,783,dibud,64,768,448,320,25,26
scifact,0,783,dibud,64,960,576,384,26,27
scifact,0,783,dibud,64,1152,640,512,27,28
scifact,0,783,dibud,64,1216,704,512,28,29
scifact,0,783,dibud,64,1600,960,640,29,30
scifact,0,783,dibud,64,1792,1088,704,30,37
scifact,0,783,dibud,64,2432,1728,704,37,38
scifact,0,783,dibud,64,2560,1856,704,38,43
scifact,0,783,dibud,64,2688,1856,832,43,45
scifact,0,783,dibud,64,2752,1856,896,45,46
scifact,0,783,dibud,64,3072,1856,1216,46,54
scifact,0,783,dibud,64,3136,1856,1280,54,55
scifact,0,783,dibud,64,3264,1856,1408,55,56
scifact,0,783,dibud,64,3456,1856,1600,56,59
scifact,0,783,dibud,64,3584,1856,1728,59,61
scifact,0,783,dibud,64,3776,1856,1920,61,62
scifact,0,783,dibud,64,3904,1856,2048,62,63
scifact,0,783,dibud,64,3968,1856,2112,63,69
scifact,0,783,dibud,64,4416,1856,2560,69,71
scifact,0,783,dibud,64,4736,1856,2880,71,72
scifact,0,783,dibud,64,4775,1856,2919,72,100
scifact,0,783,balanced,64,128,64,64,0,18
scifact,0,783,balanced,64,256,128,128,18,20
scifact,0,783,balanced,64,384,192,192,20,21
scifact,0,783,balanced,64,512,256,256,21,23
scifact,0,783,balanced,64,576,320,256,23,25
scifact,0,783,balanced,64,832,448,384,25,26
scifact,0,783,balanced,64,1088,576,512,26,27
scifact,0,783,balanced,64,1216,640,576,27,28
scifact,0,783,balanced,64,1344,704,640,28,29
scifact,0,783,balanced,64,1856,960,896,29,30
scifact,0,783,balanced,64,2112,1088,1024,30,37
scifact,0,783,balanced,64,3392,1728,1664,37,38
scifact,0,783,balanced,64,3648,1856,1792,38,61
scifact,0,783,balanced,64,3840,1920,1920,61,62
scifact,0,783,balanced,64,4096,2048,2048,62,63
scifact,0,783,balanced,64,4224,2112,2112,63,69
scifact,0,783,balanced,64,5120,2560,2560,69,71
scifact,0,783,balanced,64,5760,2880,2880,71,72
scifact,0,783,balanced,64,5863,2944,2919,72,100
scifact,0,784,dibud,1,6,3,3,0,1
scifact,0,784,dibud,1,19,10,9,1,2
scifact,0,784,dibud,1,49,25,24,2,3
scifact,0,784,dibud,1,50,26,24,3,4
scifact,0,784,dibud,1,58,32,26,4,5
scifact,0,784,dibud,1,60,33,27,5,6
scifact,0,784,dibud,1,62,34,28,6,7
scifact,0,784,dibud,1,73,40,33,7,8
scifact,0,784,dibud,1,76,42,34,8,9
scifact,0,784,dibud,1,112,61,51,9,10
scifact,0,784,dibud,1,114,62,52,10,11
scifact,0,784,dibud,1,116,63,53,11,12
scifact,0,784,dibud,1,121,66,55,12,13
scifact,0,784,dibud,1,122,67,55,13,14
scifact,0,784,dibud,1,123,68,55,14,15
scifact,0,784,dibud,1,193,112,81,15,16
scifact,0,784,dibud,1,203,118,85,16,18
scifact,0,784,dibud,1,204,118,86,18,19
scifact,0,784,dibud,1,206,118,88,19,20
scifact,0,784,dibud,1,230,119,111,20,21
scifact,0,784,dibud,1,234,119,115,21,22
scifact,0,784,dibud,1,296,129,167,22,23
